Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T86424.185,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Flashing lights and a spotter present,13/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,13/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.184,Closed,JPC Project Management>EHS Forms>01 Inspections,Unused material to be put in skip,13/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T86424.183,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Excavation done in a safe manner,13/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,13/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T1.18807873,JPC Sign Off,1330 - Regeneron Building 19,Punch ID 014 Pedestals 11nr in service yard area all pedestals poured to high approx 25mm to 30mm to high.  Pedestals to be kango down and area make good.  Post pour checks not complete ,12/11/2019,,Design Team Snag,Main Contractor,09/04/2020,,FALSE,TRUE,,TRUE,,,1330,Closed,Design Team
T1.18807006,JPC Sign Off,1330 - Regeneron Building 19,Punch ID 12 Pedestals are poured too high. Should be 25mm allowed for grout under base plate.   How can you guarantee that grout will flow in the HD pockets now? ,12/11/2019,,Design Team Snag,Main Contractor,09/04/2020,,FALSE,TRUE,,TRUE,,,1330,Closed,Design Team
T1.18806423,JPC Sign Off,1330 - Regeneron Building 19,Punch ID 011 Biscuit lid on MH damaged to be replaced .,12/11/2019,,Design Team Snag,Main Contractor,09/04/2020,,FALSE,TRUE,,TRUE,,,1330,Closed,Design Team
T1.18802541,JPC Sign Off,1330 - Regeneron Building 19,Punch ID 009 Earthing tails damaged and not protected properly. Will have to be repaired when installing main earth grid. ,12/11/2019,,Design Team Snag,Groundworks & Drainage,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18799730,JPC Sign Off,1330 - Regeneron Building 19,"Punch ID 007 Finish to top of pedestals, finish to a very poor quality and don't meet JE concrete specification.  Top of pedestals to be made good.  4 pedestals in the south yard",12/11/2019,,Design Team Snag,Concrete,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18799353,JPC Sign Off,1330 - Regeneron Building 19,Punch ID 006 Pedestals finished to a very poor standard and don't meet JE concrete specification. Finish to top of pedestals to be made good.,12/11/2019,,Design Team Snag,Concrete,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18701145,JPC Sign Off,Quality Control & BC(A)R>ITP 01 Structural>Block 1 & 2>Foundations,"Punch ID 015 T1 granular fill material please issue test report on granular fill material to verify meets requirements, alot of clay in material.",11/11/2019,,Design Team Snag,Main Contractor,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18693404,JPC Sign Off,Quality Control & BC(A)R>ITP 01 Structural>Block 1 & 2>Foundations,Punch ID 008 Honeycomb evidence on exposed concrete face of walls to be made good .Please refer to JE concrete specification for concrete repair.,11/11/2019,,Design Team Snag,Concrete,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18688596,JPC Sign Off,Quality Control & BC(A)R>ITP 01 Structural>Block 1 & 2>Foundations,"Punch ID 004
Personnel lift shaft walls honeycomb evidence on exposed concrete face of walls. Area that has honeycomb will have to scabbled and finished in line with JE concrete specification procedure.",11/11/2019,,Design Team Snag,Concrete,09/04/2020,,FALSE,TRUE,TRUE,TRUE,,,1330,Closed,Design Team
T1.18687764,Works Complete / Resolved,Quality Control & BC(A)R>ITP 01 Structural>Block 1 & 2>Foundations,Punch ID 003 Personnel lift shaft walls honeycomb evidence on exposed concrete face to be made good.  Refer to JE specifications honeycomb to be exposed scabbled and repaired and finish to a high standard. ,11/11/2019,,Design Team Snag,Concrete,09/04/2020,,FALSE,TRUE,,TRUE,,,1330,Open,Design Team
T1.18541182,Closed,JPC Project Management>EHS Forms>01 Inspections,"Awaiting delivery of plant nappies & restock of spill kits. once delivered all plant nappies on-site must be removed and disposed of and replaced with new nappies. Nappies must be in place under all rock breakers, 6kva generators and lighting towers.    ",08/11/2019,,Safety Notice (Amber) - General Issue,Labour,16/11/2019,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Environmental,1330,Closed,Safety
T92636.78,Closed,JPC Project Management>EHS Forms>01 Inspections,"3T dumped seatbelt to be replaced with non retractable seatbelt - this has been reviewed with Lavin supervisor, note dumper has been put out of service until rectified. ",08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,16/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T92636.77,Closed,JPC Project Management>EHS Forms>01 Inspections,Existing 600mm concrete storm pipe and adjacent manhole to be assessed to allow new firemain to be placed underneath the concrete pipe as per design. Temp. Work designer visited site this morning to review area. Ensure all works is planned & coordinated adequately.  ,08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,16/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Temporary Works,1330,Closed,Safety
T92636.76,Closed,JPC Project Management>EHS Forms>01 Inspections,"Access platform built originally to install precast stairs, to be struck due to reduced works adjacent to area. note no persons using platform.",08/11/2019,,Safety Notice (Amber) - General Issue,Scaffolding,01/01/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Scaffolding,1330,Closed,Safety
T92636.75,Closed,JPC Project Management>EHS Forms>01 Inspections,"Minor housekeeping with timbers used for grouting. if needed to be re-used ensure it is stored in tidy manner, if not, dispose adequately. ",08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,16/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.74,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Spotters present around temporary backfilling to firemain excavation to facilitate other works. ,08/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.73,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers in place around chippies doing column encasements,08/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.72,Closed,JPC Project Management>EHS Forms>01 Inspections,minor housekeeping with timbers for grouting,08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.71,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,welding leads / cables hung as possible,08/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,08/11/2019,,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.70,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"No issues with regards lifting arrangements. TWD, Certs in place along with tags & inspections been carried out. ",08/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.69,Closed,JPC Project Management>EHS Forms>01 Inspections,Minor housekeeping adjacent to process sump. Dispose of redundant materials or relocate to storage area if no longer required. ,08/11/2019,,Safety Notice (Amber) - General Issue,Labour,16/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.68,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Access route in good order internally into building (under JPC Area) ,08/11/2019,,Safety Notice (Green) - Good Observation,Labour,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.67,Closed,JPC Project Management>EHS Forms>01 Inspections,Each lighting tower to be visually inspected weekly.  ,08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,16/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T92636.66,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"Plant nappy in place under rockbreakers, generators & lighting towers. ",08/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.65,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Good use of barriers around excavated firemain works. JPC Management to monitor at all times that they are in place.,08/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.64,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Good use of barriers around Radleys laydown & working areas. ,08/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.182,Closed,JPC Project Management>EHS Forms>01 Inspections,Fences to be stored away,08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1330,Closed,Safety
T86424.181,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Spotter and safety lights,08/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.180,Closed,JPC Project Management>EHS Forms>01 Inspections,Material to be properly stored away or put in skip,08/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T86424.179,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,good use of exclusion zone around work area,08/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.178,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,good use of exclusion zone around work area,08/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,08/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.177,Closed,JPC Project Management>EHS Forms>01 Inspections,Unused materials go be put in the skip,08/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.63,Closed,JPC Project Management>EHS Forms,Plant nappies site wide to be replaced. delivery due Friday.,07/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1330,Closed,Safety
T92636.62,Closed,JPC Project Management>EHS Forms,3T dumped seatbelt to be replaced,07/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T92636.61,Closed,JPC Project Management>EHS Forms,minor housekeeping and material storage,07/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.60,EHS Good Observation,JPC Project Management>EHS Forms,no issues with radley lifting arrangements chain blocks,07/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.88,Closed,1330 - Regeneron Building 19,Plant nappy required,07/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Environmental,1330,Closed,Safety
T92636.59,EHS Good Observation,JPC Project Management>EHS Forms,Red gate and barriers to form handrail,07/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.87,EHS Good Observation,1330 - Regeneron Building 19,Red barrier into work zone,07/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,07/11/2019,FormAnswer,FALSE,TRUE,TRUE,FALSE,,,1330,Closed,Safety
T92636.58,Closed,JPC Project Management>EHS Forms,timbers to be skipped if needed,07/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.57,EHS Good Observation,JPC Project Management>EHS Forms,Barriers around hippies,07/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.56,Closed,JPC Project Management>EHS Forms,Review scope of work for digging under storm line. Recent design change requires firemain to run through under line.,07/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T92636.55,EHS Good Observation,JPC Project Management>EHS Forms,plant nappy underneath generator,07/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.54,EHS Good Observation,JPC Project Management>EHS Forms,Barriers around radley,07/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.53,EHS Good Observation,JPC Project Management>EHS Forms,Barriers around excavation,07/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.52,EHS Good Observation,JPC Project Management>EHS Forms,Spotter with excavator,07/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,07/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.86,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,access and egress,05/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,05/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.85,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,exclusion zone,05/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,05/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.84,Closed,JPC Project Management>EHS Forms>01 Inspections,trip hazard,05/11/2019,,Safety Notice (Amber) - General Issue,Scaffolding,06/11/2019,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T93432.11,Closed JPC Reviewed,JPC Project Management>EHS Forms>01 Inspections,good use of exclusion zone around work area,04/11/2019,,Quality - Good Observation,Groundworks & Drainage,04/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1330,Closed,Quality
T93432.10,Closed,JPC Project Management>EHS Forms>01 Inspections,no red gate entering work zone,04/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1330,Closed,Safety
T93432.9,Closed,JPC Project Management>EHS Forms>01 Inspections,no barriers around deep excavation,04/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Quality - Management,1330,Closed,Safety
T92636.51,Closed,JPC Project Management>EHS Forms>01 Inspections,Ensure any off cuts of timber is disposed of upon completion,01/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,10/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.50,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,No issues with regards area for grouting observed at time inspection. Ensure timbers are stored in tidy manner or disposed of.,01/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,01/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.49,Closed,JPC Project Management>EHS Forms>01 Inspections,Red hoop gate & additional barriers for form walkway to process sump area,01/11/2019,,Safety Notice (Amber) - General Issue,Labour,10/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T92636.48,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Exclusion zone in place around process drainage area at time of inspection. ,01/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,01/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
